id_venta,fecha,producto,categoria,precio,cantidad,cliente,ciudad,sucursal,metodo_pago,vendedor,turno
2978,2024-12-16,Monitor,Electrónica,3744.31,9,Fernando Flores,Tijuana,Sucursal Centro,Efectivo,Alejandro Medina,Matutino
2979,2024-05-11,Crema Facial,Belleza,460.44,17,Enrique Guerrero,Tijuana,Sucursal Centro,Tarjeta de Crédito,Valeria Fuentes,Vespertino
2980,2025-03-30,Camiseta,Ropa,348.0,14,Paola Mendoza,Guadalajara,Sucursal Sur,Transferencia,Héctor Lima,Nocturno
2981,2025-06-25,Calcetines,Ropa,41.47,6,Ramón Ortega,Guadalajara,Sucursal Centro,Transferencia,Felipe Ríos,Matutino
2982,2024-01-08,Toalla,Hogar,95.41,9,Elena Delgado,Tijuana,Sucursal Norte,Efectivo,Iván Espinoza,Nocturno
2983,2024-07-19,Bloques Didácticos,Juguetes,216.46,9,Ximena Paredes,Ciudad de México,Sucursal Sur,Tarjeta de Crédito,Ernesto Campos,Nocturno
2984,2025-03-21,Grapadora,Papelería,116.3,10,Elena Delgado,Tijuana,Sucursal Centro,Transferencia,Valeria Fuentes,Vespertino
2985,2025-02-04,Sudadera,Ropa,570.91,17,Sandra Peña,Guadalajara,Sucursal Norte,Efectivo,Andrés Mora,Vespertino
2986,2025-03-22,Gorra,Ropa,131.04,12,Arturo Navarro,Mérida,Sucursal Norte,Tarjeta de Crédito,Ramón Delgado,Nocturno
2987,2024-04-16,Zapatos Deportivos,Deportes,973.33,5,Carlos López,Mérida,Sucursal Norte,Tarjeta de Crédito,Cecilia Ortiz,Matutino
2988,2025-01-08,Cuaderno,Papelería,95.43,19,Alicia Ponce,Mérida,Sucursal Norte,Tarjeta de Crédito,Ramón Delgado,Nocturno
2989,2024-07-21,Almohada,Hogar,243.1,16,Eduardo Jiménez,Mérida,Sucursal Norte,Tarjeta de Débito,Cecilia Ortiz,Matutino
2990,2025-10-18,Detergente,Hogar,96.18,4,Cecilia Trujillo,Ciudad de México,Sucursal Norte,Tarjeta de Crédito,Jorge Vargas,Vespertino
2991,2024-02-03,USB Flash Drive,Electrónica,170.56,16,Camila Díaz,Mérida,Sucursal Centro,Tarjeta de Débito,Natalia Rojas,Nocturno
2992,2024-01-18,Guantes de Box,Deportes,812.88,7,Fernando Flores,Monterrey,Sucursal Sur,Tarjeta de Débito,Marcos Aguilar,Nocturno
2993,2024-03-20,Carro de Juguete,Juguetes,252.04,17,Sandra Peña,Monterrey,Sucursal Sur,Tarjeta de Crédito,Marcos Aguilar,Nocturno
2994,2025-06-18,Carro de Juguete,Juguetes,426.85,13,Andrés Vargas,Monterrey,Sucursal Norte,Transferencia,Norma Ibarra,Matutino
2995,2024-09-16,Auriculares,Electrónica,981.21,9,María Martínez,Ciudad de México,Sucursal Centro,Transferencia,Miguel Peña,Matutino
2996,2024-08-12,Pelota de Fútbol,Deportes,272.32,16,Sergio Gutiérrez,León,Sucursal Norte,Transferencia,Arturo Sandoval,Matutino
2997,2024-08-15,Café,Alimentos,112.84,6,Alejandra Morales,Ciudad de México,Sucursal Norte,Tarjeta de Crédito,Jorge Vargas,Vespertino
2998,2024-05-16,Chocolate,Alimentos,48.92,14,Carlos López,Monterrey,Sucursal Sur,Tarjeta de Crédito,Susana Palacios,Vespertino
2999,2025-07-02,Muñeca,Juguetes,514.09,4,Beatriz Rojas,León,Sucursal Norte,Efectivo,Arturo Sandoval,Matutino
3000,2025-01-24,Café,Alimentos,82.13,13,Óscar Ríos,Ciudad de México,Sucursal Sur,Transferencia,Ernesto Campos,Nocturno
3001,2025-08-22,Marcadores,Papelería,134.45,16,Ana García,Tijuana,Sucursal Centro,Tarjeta de Débito,Valeria Fuentes,Vespertino
3002,2025-07-27,Guantes de Box,Deportes,601.07,2,Tomás Vega,Ciudad de México,Sucursal Centro,Tarjeta de Débito,Miguel Peña,Matutino
3003,2024-08-28,Grapadora,Papelería,175.86,11,Alicia Ponce,Monterrey,Sucursal Norte,Tarjeta de Débito,Norma Ibarra,Matutino
3004,2024-06-15,Marcadores,Papelería,78.44,16,Miguel González,Puebla,Sucursal Norte,Tarjeta de Débito,Osvaldo Ramos,Vespertino
3005,2024-12-29,Almohada,Hogar,310.97,3,María Martínez,Monterrey,Sucursal Norte,Transferencia,Samuel Torres,Vespertino
3006,2025-02-02,Shampoo,Belleza,86.91,16,Héctor Soto,Tijuana,Sucursal Centro,Tarjeta de Débito,Alejandro Medina,Matutino
3007,2024-10-22,Folder,Papelería,36.09,19,Sebastián Fuentes,Tijuana,Sucursal Centro,Transferencia,Alejandro Medina,Matutino
3008,2024-12-10,Bloques Didácticos,Juguetes,296.93,17,Sofía Pérez,Puebla,Sucursal Norte,Tarjeta de Crédito,Irene Castillo,Matutino
3009,2025-05-14,Pantalón,Ropa,660.82,14,Silvia Fuentes,Mérida,Sucursal Norte,Tarjeta de Crédito,Cecilia Ortiz,Matutino
3010,2024-08-01,Carro de Juguete,Juguetes,335.97,20,Pablo Álvarez,Monterrey,Sucursal Centro,Efectivo,Raúl Guerrero,Matutino
3011,2024-07-09,Labial,Belleza,50.89,20,Isabel Ramírez,Puebla,Sucursal Norte,Tarjeta de Débito,Osvaldo Ramos,Vespertino
3012,2025-07-11,Guantes de Box,Deportes,550.91,10,Natalia Ruiz,Monterrey,Sucursal Norte,Tarjeta de Débito,Norma Ibarra,Matutino
3013,2025-12-18,Muñeca,Juguetes,264.45,15,Ana García,Guadalajara,Sucursal Norte,Efectivo,Patricia Lara,Matutino
3014,2024-08-26,Labial,Belleza,95.59,1,Sebastián Fuentes,Guadalajara,Sucursal Centro,Tarjeta de Crédito,Claudia Vega,Nocturno
3015,2025-05-25,Camiseta,Ropa,186.13,7,Manuel Bravo,Ciudad de México,Sucursal Norte,Transferencia,Jorge Vargas,Vespertino
3016,2025-01-02,Esmalte,Belleza,75.22,4,Guillermo León,Monterrey,Sucursal Sur,Transferencia,Marcos Aguilar,Nocturno
3017,2024-03-15,Detergente,Hogar,52.08,11,Juan Cervantes,Mérida,Sucursal Norte,Transferencia,Ramón Delgado,Nocturno
3018,2024-12-08,USB Flash Drive,Electrónica,117.68,17,Luis Espinoza,León,Sucursal Centro,Tarjeta de Débito,Adriana Méndez,Matutino
3019,2025-07-20,Shampoo,Belleza,149.96,8,Carolina Castro,Puebla,Sucursal Norte,Tarjeta de Débito,Irene Castillo,Matutino
3020,2024-01-04,Labial,Belleza,190.42,14,Ignacio Miranda,León,Sucursal Norte,Efectivo,Arturo Sandoval,Matutino
3021,2025-04-12,Toalla,Hogar,82.79,10,Ramón Ortega,León,Sucursal Centro,Transferencia,Daniel Cervantes,Nocturno
3022,2024-07-30,Camiseta,Ropa,263.48,11,Mónica Ibáñez,Monterrey,Sucursal Centro,Tarjeta de Crédito,Raúl Guerrero,Matutino
3023,2025-12-10,Detergente,Hogar,57.78,13,Manuel Bravo,Guadalajara,Sucursal Sur,Efectivo,Héctor Lima,Nocturno
3024,2025-08-04,Pelota de Fútbol,Deportes,436.4,20,Rebeca Campos,Monterrey,Sucursal Sur,Transferencia,Susana Palacios,Vespertino
3025,2024-02-15,Jugo,Alimentos,35.27,10,Diego Cabrera,Monterrey,Sucursal Centro,Transferencia,Raúl Guerrero,Matutino
3026,2024-06-02,Crema Facial,Belleza,158.92,4,Verónica Aguilar,Tijuana,Sucursal Norte,Tarjeta de Débito,Carmen Villanueva,Vespertino
3027,2025-11-02,Jugo,Alimentos,28.31,3,Juan Cervantes,Tijuana,Sucursal Norte,Transferencia,Iván Espinoza,Nocturno
3028,2024-01-16,Galletas,Alimentos,77.51,1,Beatriz Rojas,Monterrey,Sucursal Sur,Efectivo,Susana Palacios,Vespertino
3029,2025-07-18,Calcetines,Ropa,77.89,9,Verónica Aguilar,Tijuana,Sucursal Centro,Tarjeta de Crédito,Alejandro Medina,Matutino
3030,2024-09-08,Zapatos Deportivos,Deportes,1919.6,5,Andrés Vargas,Ciudad de México,Sucursal Sur,Efectivo,Diana Reyes,Vespertino
3031,2025-04-08,Toalla,Hogar,114.15,3,Patricia Muñoz,León,Sucursal Norte,Efectivo,Perla Guzmán,Vespertino
3032,2025-12-15,USB Flash Drive,Electrónica,89.01,19,Gabriela Moreno,Monterrey,Sucursal Norte,Tarjeta de Débito,Norma Ibarra,Matutino
3033,2024-03-27,Crema Facial,Belleza,303.37,17,Sofía Pérez,Puebla,Sucursal Centro,Transferencia,Beatriz Flores,Nocturno
3034,2025-01-23,Bloques Didácticos,Juguetes,317.0,11,Sergio Gutiérrez,Ciudad de México,Sucursal Centro,Transferencia,Miguel Peña,Matutino
3035,2024-02-04,Toalla,Hogar,212.58,19,Andrés Vargas,Puebla,Sucursal Centro,Transferencia,Beatriz Flores,Nocturno
3036,2024-03-26,Almohada,Hogar,242.97,10,Carlos López,Monterrey,Sucursal Centro,Tarjeta de Crédito,Raúl Guerrero,Matutino
3037,2024-12-13,Carro de Juguete,Juguetes,297.99,17,Gabriela Moreno,León,Sucursal Norte,Tarjeta de Débito,Perla Guzmán,Vespertino
3038,2025-09-03,Sudadera,Ropa,455.81,18,Óscar Ríos,Guadalajara,Sucursal Centro,Tarjeta de Débito,Felipe Ríos,Matutino
3039,2024-07-23,Marcadores,Papelería,51.96,17,Sergio Gutiérrez,Tijuana,Sucursal Norte,Efectivo,Iván Espinoza,Nocturno
3040,2024-06-30,Almohada,Hogar,204.09,7,María Martínez,Ciudad de México,Sucursal Centro,Efectivo,Miguel Peña,Matutino
3041,2024-08-08,USB Flash Drive,Electrónica,131.93,1,Víctor Salinas,Guadalajara,Sucursal Centro,Efectivo,Felipe Ríos,Matutino
3042,2025-08-28,Marcadores,Papelería,47.37,18,Alicia Ponce,Tijuana,Sucursal Centro,Transferencia,Alejandro Medina,Matutino
3043,2025-08-17,Gorra,Ropa,108.68,7,Julio Cortez,Mérida,Sucursal Centro,Efectivo,Natalia Rojas,Nocturno
3044,2025-10-18,Pelota de Fútbol,Deportes,223.3,9,Óscar Ríos,León,Sucursal Centro,Transferencia,Adriana Méndez,Matutino
3045,2024-10-29,Tijeras,Papelería,42.05,15,Renata Suárez,Monterrey,Sucursal Norte,Tarjeta de Débito,Norma Ibarra,Matutino
3046,2025-08-08,Guantes de Box,Deportes,832.02,4,David Torres,Tijuana,Sucursal Centro,Tarjeta de Crédito,Valeria Fuentes,Vespertino
3047,2024-08-09,Lámpara,Hogar,759.49,15,Valentina Cruz,Mérida,Sucursal Centro,Efectivo,Natalia Rojas,Nocturno
3048,2024-02-18,Agua,Alimentos,30.15,15,Héctor Soto,León,Sucursal Norte,Efectivo,Arturo Sandoval,Matutino
3049,2025-01-15,Toalla,Hogar,136.18,15,Laura Hernández,Monterrey,Sucursal Centro,Transferencia,Raúl Guerrero,Matutino
3050,2025-05-01,Detergente,Hogar,52.91,4,Rosa Ávila,León,Sucursal Centro,Efectivo,Adriana Méndez,Matutino
3051,2024-04-16,Perfume,Belleza,472.64,16,Óscar Ríos,Mérida,Sucursal Centro,Efectivo,Bruno Herrera,Vespertino
3052,2025-03-14,Bolígrafo,Papelería,10.83,1,Beatriz Rojas,Guadalajara,Sucursal Sur,Efectivo,Héctor Lima,Nocturno
3053,2024-05-17,Muñeca,Juguetes,523.44,14,Héctor Soto,Monterrey,Sucursal Sur,Tarjeta de Crédito,Marcos Aguilar,Nocturno
3054,2024-08-01,Gorra,Ropa,110.0,8,Eduardo Jiménez,Monterrey,Sucursal Centro,Efectivo,Raúl Guerrero,Matutino
3055,2025-03-25,Café,Alimentos,124.42,1,Silvia Fuentes,Ciudad de México,Sucursal Norte,Tarjeta de Débito,Jorge Vargas,Vespertino
3056,2024-02-06,Pelota de Fútbol,Deportes,237.91,3,Julio Cortez,Mérida,Sucursal Centro,Tarjeta de Débito,Natalia Rojas,Nocturno
3057,2025-12-08,Detergente,Hogar,72.29,9,Ana García,Monterrey,Sucursal Centro,Efectivo,Graciela Núñez,Nocturno
3058,2024-04-01,Auriculares,Electrónica,951.18,15,Enrique Guerrero,Monterrey,Sucursal Sur,Efectivo,Marcos Aguilar,Nocturno
3059,2025-02-21,Pelota de Fútbol,Deportes,246.57,9,Sandra Peña,Mérida,Sucursal Norte,Tarjeta de Débito,Ramón Delgado,Nocturno
3060,2024-07-29,Folder,Papelería,32.59,2,Sergio Gutiérrez,Monterrey,Sucursal Sur,Efectivo,Susana Palacios,Vespertino
3061,2025-09-26,Café,Alimentos,100.96,1,Marco Sánchez,Tijuana,Sucursal Centro,Efectivo,Valeria Fuentes,Vespertino
3062,2025-04-11,Bloques Didácticos,Juguetes,239.72,8,Renata Suárez,León,Sucursal Norte,Tarjeta de Débito,Perla Guzmán,Vespertino
3063,2025-06-08,Café,Alimentos,202.32,1,Isabel Ramírez,Ciudad de México,Sucursal Centro,Tarjeta de Débito,Lorena Soto,Nocturno
3064,2024-09-22,Carro de Juguete,Juguetes,315.06,13,Rebeca Campos,Ciudad de México,Sucursal Sur,Tarjeta de Débito,Diana Reyes,Vespertino
3065,2025-06-13,Café,Alimentos,158.89,10,Roberto Reyes,Ciudad de México,Sucursal Sur,Transferencia,Diana Reyes,Vespertino
3066,2024-04-04,Mouse,Electrónica,417.78,7,Gabriela Moreno,Tijuana,Sucursal Norte,Tarjeta de Débito,Carmen Villanueva,Vespertino
3067,2025-10-01,Guantes de Box,Deportes,400.45,11,Mónica Ibáñez,Tijuana,Sucursal Norte,Tarjeta de Crédito,Iván Espinoza,Nocturno
3068,2025-12-04,Galletas,Alimentos,32.87,3,Camila Díaz,Ciudad de México,Sucursal Centro,Tarjeta de Débito,Miguel Peña,Matutino
3069,2025-10-15,Camiseta,Ropa,241.32,18,Tomás Vega,Monterrey,Sucursal Sur,Tarjeta de Crédito,Marcos Aguilar,Nocturno
3070,2025-12-18,Shampoo,Belleza,93.41,10,Alejandra Morales,Guadalajara,Sucursal Centro,Tarjeta de Crédito,Claudia Vega,Nocturno
3071,2024-02-28,Gorra,Ropa,171.55,9,Sebastián Fuentes,Tijuana,Sucursal Centro,Efectivo,Alejandro Medina,Matutino
3072,2025-12-21,Calcetines,Ropa,83.68,15,Sergio Gutiérrez,Puebla,Sucursal Centro,Efectivo,Rodrigo Salinas,Matutino
3073,2024-10-30,Chocolate,Alimentos,82.91,14,Víctor Salinas,León,Sucursal Norte,Tarjeta de Crédito,Arturo Sandoval,Matutino
3074,2025-08-31,Café,Alimentos,211.43,8,Valentina Cruz,Guadalajara,Sucursal Sur,Efectivo,Estela Cruz,Vespertino
3075,2024-10-07,Jugo,Alimentos,30.08,1,Alberto Varela,Puebla,Sucursal Norte,Tarjeta de Crédito,Irene Castillo,Matutino
3076,2024-10-09,Carro de Juguete,Juguetes,216.03,14,Juan Cervantes,Mérida,Sucursal Centro,Transferencia,Natalia Rojas,Nocturno
3077,2024-07-28,Jugo,Alimentos,22.01,19,Lucía Ramos,Monterrey,Sucursal Centro,Tarjeta de Débito,Graciela Núñez,Nocturno
3078,2024-02-17,Carro de Juguete,Juguetes,333.64,10,Lucía Ramos,Mérida,Sucursal Norte,Efectivo,Cecilia Ortiz,Matutino
3079,2024-12-23,Toalla,Hogar,139.04,13,Valentina Cruz,Mérida,Sucursal Norte,Tarjeta de Débito,Ramón Delgado,Nocturno
3080,2024-11-25,Galletas,Alimentos,56.59,10,Valentina Cruz,Guadalajara,Sucursal Norte,Efectivo,Andrés Mora,Vespertino
3081,2024-03-12,Jugo,Alimentos,34.19,5,Lucía Ramos,Monterrey,Sucursal Sur,Transferencia,Susana Palacios,Vespertino
3082,2024-10-18,Shampoo,Belleza,194.13,9,Natalia Ruiz,León,Sucursal Norte,Tarjeta de Débito,Perla Guzmán,Vespertino
3083,2025-11-16,Labial,Belleza,124.85,18,Laura Hernández,Monterrey,Sucursal Sur,Tarjeta de Crédito,Susana Palacios,Vespertino
3084,2024-10-11,Guantes de Box,Deportes,1099.61,7,Patricia Muñoz,Tijuana,Sucursal Centro,Efectivo,Valeria Fuentes,Vespertino
3085,2025-11-02,Galletas,Alimentos,51.39,16,Paola Mendoza,León,Sucursal Norte,Efectivo,Arturo Sandoval,Matutino
3086,2024-11-15,Mouse,Electrónica,175.34,11,Jorge Romero,León,Sucursal Centro,Tarjeta de Débito,Daniel Cervantes,Nocturno
3087,2024-04-18,Zapatos Deportivos,Deportes,897.79,12,Alberto Varela,Puebla,Sucursal Centro,Tarjeta de Crédito,Rodrigo Salinas,Matutino
3088,2024-04-24,Colchoneta,Deportes,337.57,13,Mariana Medina,Guadalajara,Sucursal Sur,Tarjeta de Crédito,Héctor Lima,Nocturno
3089,2025-08-27,Guantes de Box,Deportes,725.95,14,Juan Cervantes,Tijuana,Sucursal Centro,Tarjeta de Crédito,Alejandro Medina,Matutino
3090,2024-05-17,Esmalte,Belleza,41.57,10,Patricia Muñoz,Mérida,Sucursal Centro,Transferencia,Natalia Rojas,Nocturno
3091,2025-06-26,Agua,Alimentos,21.0,5,Sergio Gutiérrez,León,Sucursal Centro,Transferencia,Daniel Cervantes,Nocturno
3092,2025-06-23,Auriculares,Electrónica,1073.25,16,José Rodríguez,Guadalajara,Sucursal Centro,Transferencia,Claudia Vega,Nocturno
3093,2024-08-29,Sudadera,Ropa,306.15,15,Carlos López,Ciudad de México,Sucursal Centro,Tarjeta de Débito,Lorena Soto,Nocturno
3094,2025-07-09,Esmalte,Belleza,64.69,9,Ricardo Castillo,Puebla,Sucursal Norte,Transferencia,Osvaldo Ramos,Vespertino
3095,2024-10-03,Toalla,Hogar,96.33,15,Sandra Peña,Ciudad de México,Sucursal Norte,Transferencia,Jorge Vargas,Vespertino
3096,2024-12-18,Muñeca,Juguetes,564.48,1,Pablo Álvarez,Monterrey,Sucursal Norte,Tarjeta de Débito,Norma Ibarra,Matutino
3097,2025-10-24,Chocolate,Alimentos,71.52,9,Patricia Muñoz,Monterrey,Sucursal Sur,Efectivo,Susana Palacios,Vespertino
3098,2025-05-13,Esmalte,Belleza,119.05,2,Elena Delgado,Puebla,Sucursal Norte,Efectivo,Osvaldo Ramos,Vespertino
3099,2025-06-28,Bloques Didácticos,Juguetes,160.65,17,Ignacio Miranda,León,Sucursal Norte,Efectivo,Perla Guzmán,Vespertino
3100,2025-12-07,Detergente,Hogar,140.32,1,Tomás Vega,Guadalajara,Sucursal Norte,Efectivo,Patricia Lara,Matutino
3101,2024-01-30,Labial,Belleza,178.62,16,Natalia Ruiz,Tijuana,Sucursal Centro,Tarjeta de Crédito,Alejandro Medina,Matutino
3102,2024-08-09,Lámpara,Hogar,251.22,18,Patricia Muñoz,Mérida,Sucursal Centro,Tarjeta de Débito,Natalia Rojas,Nocturno
3103,2024-07-22,Esmalte,Belleza,44.52,4,Ignacio Miranda,Guadalajara,Sucursal Norte,Efectivo,Patricia Lara,Matutino
3104,2024-03-22,Gorra,Ropa,241.31,19,Fernanda Luna,Monterrey,Sucursal Sur,Transferencia,Marcos Aguilar,Nocturno
3105,2024-12-23,Labial,Belleza,119.32,20,Patricia Muñoz,Tijuana,Sucursal Norte,Transferencia,Carmen Villanueva,Vespertino
3106,2025-04-08,Toalla,Hogar,225.64,3,Juan Cervantes,Puebla,Sucursal Centro,Efectivo,Rodrigo Salinas,Matutino
3107,2024-10-05,Crema Facial,Belleza,420.0,4,Paola Mendoza,Tijuana,Sucursal Norte,Tarjeta de Débito,Carmen Villanueva,Vespertino
3108,2025-02-14,Teclado,Electrónica,360.19,17,Marco Sánchez,Guadalajara,Sucursal Norte,Transferencia,Patricia Lara,Matutino
3109,2024-01-21,Tijeras,Papelería,52.55,12,Fernanda Luna,Mérida,Sucursal Centro,Efectivo,Natalia Rojas,Nocturno
3110,2025-07-23,Lámpara,Hogar,751.58,2,Julio Cortez,Guadalajara,Sucursal Sur,Efectivo,Estela Cruz,Vespertino
3111,2025-11-23,Mouse,Electrónica,472.24,18,Héctor Soto,Ciudad de México,Sucursal Centro,Tarjeta de Débito,Miguel Peña,Matutino
3112,2025-04-17,Detergente,Hogar,81.38,12,Felipe Núñez,Guadalajara,Sucursal Sur,Tarjeta de Débito,Héctor Lima,Nocturno
3113,2024-08-04,Detergente,Hogar,57.1,8,Valentina Cruz,Guadalajara,Sucursal Norte,Tarjeta de Débito,Andrés Mora,Vespertino
3114,2025-03-30,Bloques Didácticos,Juguetes,296.28,11,Ramón Ortega,Mérida,Sucursal Centro,Efectivo,Natalia Rojas,Nocturno
3115,2024-11-23,Bloques Didácticos,Juguetes,345.23,4,José Rodríguez,León,Sucursal Centro,Efectivo,Daniel Cervantes,Nocturno
3116,2025-02-18,Shampoo,Belleza,106.88,15,Miguel González,Guadalajara,Sucursal Centro,Efectivo,Felipe Ríos,Matutino
3117,2024-06-22,Chocolate,Alimentos,78.6,10,José Rodríguez,Ciudad de México,Sucursal Norte,Tarjeta de Crédito,Jorge Vargas,Vespertino
3118,2025-07-24,Rompecabezas,Juguetes,206.78,3,Cecilia Trujillo,Guadalajara,Sucursal Norte,Tarjeta de Débito,Andrés Mora,Vespertino
3119,2024-04-10,Cargador,Electrónica,234.12,20,Diego Cabrera,Puebla,Sucursal Norte,Tarjeta de Débito,Irene Castillo,Matutino
3120,2025-01-28,Gorra,Ropa,126.47,11,Marco Sánchez,Monterrey,Sucursal Centro,Transferencia,Raúl Guerrero,Matutino
3121,2025-03-06,Pantalón,Ropa,473.14,3,David Torres,Guadalajara,Sucursal Norte,Tarjeta de Débito,Patricia Lara,Matutino
3122,2024-06-26,Toalla,Hogar,175.94,13,Pablo Álvarez,León,Sucursal Centro,Transferencia,Adriana Méndez,Matutino
3123,2024-11-11,Rompecabezas,Juguetes,349.75,19,Valentina Cruz,Mérida,Sucursal Centro,Tarjeta de Crédito,Bruno Herrera,Vespertino
3124,2025-05-26,Marcadores,Papelería,121.89,4,Patricia Muñoz,Guadalajara,Sucursal Centro,Tarjeta de Débito,Felipe Ríos,Matutino
3125,2025-09-18,Cuaderno,Papelería,34.93,8,Jorge Romero,Tijuana,Sucursal Centro,Tarjeta de Débito,Valeria Fuentes,Vespertino
3126,2024-05-26,Café,Alimentos,130.42,4,Laura Hernández,Guadalajara,Sucursal Sur,Transferencia,Héctor Lima,Nocturno
3127,2024-05-02,Bolígrafo,Papelería,44.72,7,Manuel Bravo,Guadalajara,Sucursal Norte,Tarjeta de Débito,Patricia Lara,Matutino
3128,2024-07-26,Café,Alimentos,156.31,3,Roberto Reyes,Ciudad de México,Sucursal Sur,Transferencia,Diana Reyes,Vespertino
3129,2025-02-16,Galletas,Alimentos,36.72,12,Sergio Gutiérrez,Monterrey,Sucursal Norte,Tarjeta de Débito,Norma Ibarra,Matutino
3130,2024-07-09,Jugo,Alimentos,47.02,16,Diego Cabrera,León,Sucursal Norte,Efectivo,Arturo Sandoval,Matutino
3131,2025-04-25,Zapatos Deportivos,Deportes,2411.67,2,Isabel Ramírez,Tijuana,Sucursal Norte,Efectivo,Carmen Villanueva,Vespertino
3132,2025-06-08,Café,Alimentos,151.23,19,Guillermo León,Monterrey,Sucursal Centro,Tarjeta de Débito,Graciela Núñez,Nocturno
3133,2025-10-17,Monitor,Electrónica,7169.73,14,Eduardo Jiménez,Guadalajara,Sucursal Centro,Tarjeta de Crédito,Claudia Vega,Nocturno
3134,2024-08-02,Auriculares,Electrónica,1428.91,11,José Rodríguez,Mérida,Sucursal Centro,Tarjeta de Crédito,Bruno Herrera,Vespertino
3135,2025-04-08,Auriculares,Electrónica,1891.86,9,Paola Mendoza,Tijuana,Sucursal Centro,Transferencia,Alejandro Medina,Matutino
3136,2025-02-16,Agua,Alimentos,38.92,9,Héctor Soto,León,Sucursal Norte,Tarjeta de Débito,Arturo Sandoval,Matutino
3137,2024-07-21,Pantalón,Ropa,330.54,9,Isabel Ramírez,Tijuana,Sucursal Centro,Tarjeta de Crédito,Alejandro Medina,Matutino
3138,2024-11-23,Sudadera,Ropa,432.27,16,Óscar Ríos,Guadalajara,Sucursal Centro,Transferencia,Claudia Vega,Nocturno
3139,2024-10-30,Labial,Belleza,147.67,15,Alejandra Morales,Guadalajara,Sucursal Sur,Tarjeta de Crédito,Estela Cruz,Vespertino
3140,2024-07-21,Bolígrafo,Papelería,11.44,5,Víctor Salinas,Guadalajara,Sucursal Norte,Efectivo,Patricia Lara,Matutino
3141,2025-03-29,USB Flash Drive,Electrónica,174.58,1,Mónica Ibáñez,León,Sucursal Centro,Tarjeta de Crédito,Daniel Cervantes,Nocturno
3142,2025-10-13,Pantalón,Ropa,404.89,9,Víctor Salinas,Ciudad de México,Sucursal Norte,Tarjeta de Crédito,Rosa Méndez,Matutino
3143,2025-06-17,Jugo,Alimentos,22.74,6,Guillermo León,Monterrey,Sucursal Centro,Tarjeta de Débito,Raúl Guerrero,Matutino
3144,2024-12-29,Esmalte,Belleza,59.59,14,Sofía Pérez,Ciudad de México,Sucursal Norte,Tarjeta de Débito,Rosa Méndez,Matutino
3145,2024-08-09,Guantes de Box,Deportes,451.89,5,Daniela Herrera,Guadalajara,Sucursal Norte,Transferencia,Patricia Lara,Matutino
3146,2024-11-28,Labial,Belleza,173.02,9,Sebastián Fuentes,León,Sucursal Norte,Tarjeta de Crédito,Perla Guzmán,Vespertino
3147,2024-02-25,Bloques Didácticos,Juguetes,206.38,16,Alejandra Morales,Tijuana,Sucursal Centro,Tarjeta de Débito,Alejandro Medina,Matutino
3148,2024-08-16,Gorra,Ropa,232.29,7,Renata Suárez,León,Sucursal Norte,Tarjeta de Débito,Perla Guzmán,Vespertino
3149,2025-07-14,Rompecabezas,Juguetes,246.28,11,Sebastián Fuentes,León,Sucursal Centro,Tarjeta de Crédito,Adriana Méndez,Matutino
3150,2024-05-02,Café,Alimentos,134.31,15,Ramón Ortega,Guadalajara,Sucursal Sur,Tarjeta de Crédito,Estela Cruz,Vespertino
3151,2025-05-02,Bloques Didácticos,Juguetes,174.89,7,Silvia Fuentes,León,Sucursal Norte,Tarjeta de Débito,Arturo Sandoval,Matutino
3152,2024-09-07,Labial,Belleza,77.49,6,Silvia Fuentes,Guadalajara,Sucursal Centro,Tarjeta de Crédito,Claudia Vega,Nocturno
3153,2024-10-17,Camiseta,Ropa,388.4,6,Sofía Pérez,Tijuana,Sucursal Norte,Efectivo,Carmen Villanueva,Vespertino
3154,2024-03-13,Lámpara,Hogar,459.08,13,Enrique Guerrero,Mérida,Sucursal Centro,Tarjeta de Crédito,Bruno Herrera,Vespertino
3155,2024-10-13,Crema Facial,Belleza,171.43,16,María Martínez,Ciudad de México,Sucursal Centro,Transferencia,Miguel Peña,Matutino
3156,2025-02-19,Cuaderno,Papelería,108.65,4,Héctor Soto,Guadalajara,Sucursal Norte,Tarjeta de Crédito,Patricia Lara,Matutino
3157,2025-11-12,Camiseta,Ropa,380.17,12,Julio Cortez,Puebla,Sucursal Norte,Tarjeta de Crédito,Osvaldo Ramos,Vespertino
3158,2025-07-08,Gorra,Ropa,164.23,7,Elena Delgado,Monterrey,Sucursal Centro,Tarjeta de Débito,Graciela Núñez,Nocturno
3159,2025-06-29,Zapatos Deportivos,Deportes,1121.11,17,Luis Espinoza,Tijuana,Sucursal Centro,Tarjeta de Débito,Valeria Fuentes,Vespertino
3160,2025-06-18,Shampoo,Belleza,139.99,15,Sergio Gutiérrez,Tijuana,Sucursal Centro,Tarjeta de Débito,Valeria Fuentes,Vespertino
3161,2024-05-10,Cargador,Electrónica,254.62,18,Víctor Salinas,Monterrey,Sucursal Sur,Tarjeta de Débito,Susana Palacios,Vespertino
3162,2025-11-13,Calcetines,Ropa,49.88,5,Alejandra Morales,Mérida,Sucursal Norte,Efectivo,Cecilia Ortiz,Matutino
3163,2025-08-30,USB Flash Drive,Electrónica,220.41,15,Diego Cabrera,Tijuana,Sucursal Norte,Tarjeta de Crédito,Carmen Villanueva,Vespertino
